,Unnamed: 0,Title,Price,Location,Description,Condition,year,Make,Model,Trim,Color,Body Type,Number of Doors,Number of Seats,Drive Train,Transmission,Mileage
988,1,2022 Nissan Rogue SL,"$43,703.00
$45,999.00",Provincial Top Ad:  London < 4 hours ago,"GRAPHITE LEATHER-APPOINTED SEAT TRIM,GUN METALLIC,Turbocharged,All Wheel Drive,Child Safety Locks,Rear A/C,Navigation System,Power Windows,Power Liftgate,Cruise Control Steering Assist,Tire Pressure ...
Automatic | 7,163 km | CARFAX Canada Report",Used,2022.0,Nissan,Rogue,SL,Grey,"SUV, Crossover",4.0,5.0,All-wheel drive (AWD),Automatic,"7,163"
989,2,7.3 Diesel,"$13,900.00",Mississauga / Peel Region 08/11/2022,"7.3 Diesel. Warn lockers. 4wd. Good condition , leather seats, all new brakes including rotors, no rust,8 feet box, Driver seat ripped, a/c doesn’t work. Have goose neck hitch for trailer if needed.
Automatic | 212,000 km",Used,2001.0,Ford,F-350,lariat,,Pickup Truck,4.0,6.0,4 x 4,Automatic,"212,000"
990,3,2014 Volkswagen Beetle Convertible 1.8L TSI Auto,"$21,995.00",City of Toronto Yesterday,"2014 Volkswagen Beetle Convertible - One Owner - Black on Black Leather Interior - CarProof CarFAX Verified - Clean Title! Well Maintained! Loaded With Heated Seats, Alloy Wheels, Keyless Entry, ...
Automatic | 89,375 km",Used,2014.0,Volkswagen,Beetle,1.8L TSI Auto,Black,Coupe (2 door),2.0,4.0,Front-wheel drive (FWD),Automatic,"89,375"
991,4,2017 Ram ProMaster City SLT|B.Cam|Divider|Shelves|Certified|Clean Carfax,"$27,995.00",City of Toronto 13/11/2022,"Accident free clean carfax One owner Ram Promaster City in excellent condition with low Kms! This van comes complete with back up camera, shelves, roof racks, divider, and sold certified! Come see it ...
Automatic | 115,431 km",Used,2017.0,Ram,Promaster City,SLT|B.Cam|Divider|Shelves|Certified|Clean Carfax,White,"Minivan, Van",4.0,5.0,Front-wheel drive (FWD),Automatic,"115,431"
992,5,2019 Chevrolet Silver 2500HD - Western Plow and Salter,"$96,000.00",Markham < 1 minute ago,"Well maintained Truck, wired for western plow and salter. Truck - LT Trim with plow prep Duramax diesel engine serviced and ready to go. Off road package. upgraded. Plow - MVP3 Stainless Steel 9.5 ft ...
Automatic | 30,000 km",Used,2019.0,Chevrolet,Silverado 2500,LT,White,Pickup Truck,4.0,5.0,4 x 4,Automatic,"30,000"
993,6,"2012 Volkswagen Golf Hatchback | 5SP Manual *** Only 160,000KM","$8,850.00",Bolton < 2 minutes ago,"2012 Volkswagen Golf Hatchback | 5SP Manual Trendline *** Only 160,000KM Alloy Rims | Power Windows | AC | Power Mirrors | *** VERY CLEAN 2012 Volkswagen Golf Hatchback*** GERMAN FINE CARS 12621 Hwy ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Manual | 160,426 km | CARFAX Canada Report",Used,2012.0,Volkswagen,Golf,Trendline,Silver,Sedan,5.0,5.0,Front-wheel drive (FWD),Manual,"160,426"
994,7,"2012 Volkswagen Golf Hatchback | 5SP Manual *** Only 160,000KM","$8,850.00",Bolton < 2 minutes ago,"2012 Volkswagen Golf Hatchback | 5SP Manual Trendline *** Only 160,000KM Alloy Rims | Power Windows | AC | Power Mirrors | *** VERY CLEAN 2012 Volkswagen Golf Hatchback*** GERMAN FINE CARS 12621 Hwy ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Manual | 160,426 km | CARFAX Canada Report",Used,2012.0,Volkswagen,Golf,Trendline,Silver,Sedan,5.0,5.0,Front-wheel drive (FWD),Manual,"160,426"
995,8,"2014 Toyota Venza V6 *** ONLY 143,000KM","$15,990.00",Bolton < 2 minutes ago,"2014 Toyota Venza V6 FWD LE BLUE | TOOTH | *** ONLY 143,000KM *** VERY CLEAN 2014 Toyota Venza V6 *** GERMAN FINE CARS 12621 Hwy 50, Bolton ON L7E 1M4 - (20 min North of Toronto Person Airport, on ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Automatic | 143,309 km | CARFAX Canada Report",Used,2014.0,Toyota,Venza,"2014 Toyota Venza V6 *** ONLY 143,000KM",Silver,"SUV, Crossover",5.0,5.0,Front-wheel drive (FWD),Automatic,"143,309"
996,9,2013 Audi A4 quattro 2.0L Premium | NAVIGATION | 6SP MANUAL,"$13,880.00",Bolton < 3 minutes ago,"2013 Audi A4 quattro 2.0L Premium | NAVIGATION | 6SP MANUAL | BLUETOOTH | SATELLITE RADIO | SUN ROOF | LEATHER *** Only 157,000KM *** VERY CLEAN 2013 Audi A4 quattro 2.0L Premium *** GERMAN FINE CARS ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Manual | 157,209 km | CARFAX Canada Report",Used,2013.0,Audi,A4,Premium,Silver,Sedan,4.0,5.0,All-wheel drive (AWD),Manual,"157,209"
997,10,"2013 Audi A4 quattro 2.0L 6SP MANUAL | LEATHER *** Only 136,000K","$13,880.00",Bolton < 3 minutes ago,"2013 Audi A4 quattro 2.0L 6SP MANUAL | BLUETOOTH | SATELLITE RADIO | SUN ROOF | LEATHER *** Only 136,000KM *** VERY CLEAN 2013 Audi A4 quattro 2.0L *** GERMAN FINE CARS 12621 Hwy 50, Bolton ON L7E ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Manual | 136,990 km | CARFAX Canada Report",Used,2013.0,Audi,A4,,Blue,Sedan,4.0,5.0,All-wheel drive (AWD),Manual,"136,990"
998,11,"2014 Mercedes-Benz C300 4MATIC | AMG SPORT PKG *** ONLY 120,000K","$15,995.00",Bolton < 4 minutes ago,"2014 Mercedes-Benz C300 4MATIC | AMG SPORT PKG | LEATHER | SUN ROOF | BLUE TOOTH | *** ONLY 120,000KM *** VERY CLEAN 2014 Mercedes-Benz C300 4MATIC Sport PKG *** GERMAN FINE CARS 12621 Hwy 50, Bolton ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Automatic | 120,413 km | CARFAX Canada Report",Used,2014.0,Mercedes-Benz,C-Class,C 300,Black,Sedan,4.0,5.0,All-wheel drive (AWD),Automatic,"120,413"
999,12,"2013 Audi A4 quattro 2.0L 6SP MANUAL | LEATHER *** Only 136,000K","$13,880.00",Bolton < 4 minutes ago,"2013 Audi A4 quattro 2.0L 6SP MANUAL | BLUETOOTH | SATELLITE RADIO | SUN ROOF | LEATHER *** Only 136,000KM *** VERY CLEAN 2013 Audi A4 quattro 2.0L *** GERMAN FINE CARS 12621 Hwy 50, Bolton ON L7E ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Manual | 136,990 km | CARFAX Canada Report",Used,2013.0,Audi,A4,,Blue,Sedan,4.0,5.0,All-wheel drive (AWD),Manual,"136,990"
1000,13,2013 Audi A4 quattro 2.0L Premium | NAVIGATION | 6SP MANUAL,"$13,880.00",Bolton < 5 minutes ago,"2013 Audi A4 quattro 2.0L Premium | NAVIGATION | 6SP MANUAL | BLUETOOTH | SATELLITE RADIO | SUN ROOF | LEATHER *** Only 157,000KM *** VERY CLEAN 2013 Audi A4 quattro 2.0L Premium *** GERMAN FINE CARS ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Manual | 157,209 km | CARFAX Canada Report",Used,2013.0,Audi,A4,Premium,Silver,Sedan,4.0,5.0,All-wheel drive (AWD),Manual,"157,209"
1001,14,2013 Audi A4 quattro 2.0L Premium | NAVIGATION | 6SP MANUAL,"$13,880.00",Bolton < 5 minutes ago,"2013 Audi A4 quattro 2.0L Premium | NAVIGATION | 6SP MANUAL | BLUETOOTH | SATELLITE RADIO | SUN ROOF | LEATHER *** Only 157,000KM *** VERY CLEAN 2013 Audi A4 quattro 2.0L Premium *** GERMAN FINE CARS ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Manual | 157,209 km | CARFAX Canada Report",Used,2013.0,Audi,A4,Premium,Silver,Sedan,4.0,5.0,All-wheel drive (AWD),Manual,"157,209"
1002,15,"2013 Audi A4 quattro 2.0L 6SP MANUAL | LEATHER *** Only 136,000K","$13,880.00",Bolton < 6 minutes ago,"2013 Audi A4 quattro 2.0L 6SP MANUAL | BLUETOOTH | SATELLITE RADIO | SUN ROOF | LEATHER *** Only 136,000KM *** VERY CLEAN 2013 Audi A4 quattro 2.0L *** GERMAN FINE CARS 12621 Hwy 50, Bolton ON L7E ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Manual | 136,990 km | CARFAX Canada Report",Used,2013.0,Audi,A4,,Blue,Sedan,4.0,5.0,All-wheel drive (AWD),Manual,"136,990"
1003,16,"2013 Audi A4 quattro 2.0L 6SP MANUAL | LEATHER *** Only 136,000K","$13,880.00",Bolton < 6 minutes ago,"2013 Audi A4 quattro 2.0L 6SP MANUAL | BLUETOOTH | SATELLITE RADIO | SUN ROOF | LEATHER *** Only 136,000KM *** VERY CLEAN 2013 Audi A4 quattro 2.0L *** GERMAN FINE CARS 12621 Hwy 50, Bolton ON L7E ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Manual | 136,990 km | CARFAX Canada Report",Used,2013.0,Audi,A4,,Blue,Sedan,4.0,5.0,All-wheel drive (AWD),Manual,"136,990"
1004,17,"2014 Mercedes-Benz C300 4MATIC | AMG SPORT PKG *** ONLY 120,000K","$15,995.00",Bolton < 7 minutes ago,"2014 Mercedes-Benz C300 4MATIC | AMG SPORT PKG | LEATHER | SUN ROOF | BLUE TOOTH | *** ONLY 120,000KM *** VERY CLEAN 2014 Mercedes-Benz C300 4MATIC Sport PKG *** GERMAN FINE CARS 12621 Hwy 50, Bolton ...
WWW.GERMANFINECARS.COM GREAT CARS AT GREAT PRICES! FINANCING AVAILABLE FOR ALL TYPES OF CREDIT, EVERYONE GETS APPROVED! BEST DEALS IN TOWN!!
Automatic | 120,413 km | CARFAX Canada Report",Used,2014.0,Mercedes-Benz,C-Class,C 300,Black,Sedan,4.0,5.0,All-wheel drive (AWD),Automatic,"120,413"
1005,18,Honda Pilot Touring 2016,"$28,500.00",Richmond Hill < 10 minutes ago,"Hi Everyone! I’m selling my Honda Pilot Touring 2016 in mint condition! No issues at all , no warning lights, no accidents! It is top of the line , new brakes , fresh oil ! I’ll provide CarFax report ...
Automatic | 164,000 km",Used,2016.0,Honda,Pilot,Touring,Silver,"SUV, Crossover",4.0,7.0,All-wheel drive (AWD),Automatic,"164,000"
1006,19,2011 Acura MDX Sport,"$15,000.00",City of Toronto < 12 minutes ago,"L.A AUTOHAUS (416)829-2333>>>2011 Acura Mdx, NEW ARRIVAL , LIKE NEW, FINANCE FROM 350$/mo oac CALL NOW L.A AUTOHAUS (416)829-2333 1405 BLOOR ST WEST, TORONTO M6P3L4------------------CALL TODAY TO ...
158 km",,,,,,,,,,,,
1007,20,Grand cherokee 2011 4 wheel drive,"$5,000.00",Mississauga < 17 minutes ago,"Mint car no leaks No accidents clean carfax Snow mode mud mode. rock mode. sand mode 4 wd 278000 kilo meter What it need O2 sensor Trunk handle wire disconnected only open from inside Rear wheel ...
278,000 km",Used,2011.0,Jeep,Grand Cherokee,,,"SUV, Crossover",,,,,"278,000"
1008,21,2011 Acura MDX Sport,"$15,000.00",City of Toronto < 15 minutes ago,"L.A AUTOHAUS (416)829-2333>>>2011 Acura Mdx, NEW ARRIVAL , LIKE NEW, FINANCE FROM 350$/mo oac CALL NOW L.A AUTOHAUS (416)829-2333 1405 BLOOR ST WEST, TORONTO M6P3L4------------------CALL TODAY TO ...
158 km",Used,2011.0,Acura,MDX,Sport,Other,"SUV, Crossover",,,Other,,158
1009,22,Grand cherokee 2011 4 wheel drive,"$5,000.00",Mississauga < 19 minutes ago,"Mint car no leaks No accidents clean carfax Snow mode mud mode. rock mode. sand mode 4 wd 278000 kilo meter What it need O2 sensor Trunk handle wire disconnected only open from inside Rear wheel ...
278,000 km",Used,2011.0,Jeep,Grand Cherokee,,,"SUV, Crossover",,,,,"278,000"
1010,23,2011 Acura MDX Sport,"$15,000.00",City of Toronto < 16 minutes ago,"L.A AUTOHAUS (416)829-2333>>>2011 Acura Mdx, NEW ARRIVAL , LIKE NEW, FINANCE FROM 350$/mo oac CALL NOW L.A AUTOHAUS (416)829-2333 1405 BLOOR ST WEST, TORONTO M6P3L4------------------CALL TODAY TO ...
158 km",Used,2011.0,Acura,MDX,Sport,Other,"SUV, Crossover",,,Other,,158
1011,24,Grand cherokee 2011 4 wheel drive,"$5,000.00",Mississauga < 20 minutes ago,"Mint car no leaks No accidents clean carfax Snow mode mud mode. rock mode. sand mode 4 wd 278000 kilo meter What it need O2 sensor Trunk handle wire disconnected only open from inside Rear wheel ...
278,000 km",Used,2011.0,Jeep,Grand Cherokee,,,"SUV, Crossover",,,,,"278,000"
1012,25,2011 Acura MDX Sport,"$15,000.00",City of Toronto < 18 minutes ago,"L.A AUTOHAUS (416)829-2333>>>2011 Acura Mdx, NEW ARRIVAL , LIKE NEW, FINANCE FROM 350$/mo oac CALL NOW L.A AUTOHAUS (416)829-2333 1405 BLOOR ST WEST, TORONTO M6P3L4------------------CALL TODAY TO ...
158 km",Used,2011.0,Acura,MDX,Sport,Other,"SUV, Crossover",,,Other,,158
1013,26,Honda Pilot Touring 2016,"$28,500.00",Richmond Hill < 16 minutes ago,"Hi Everyone! I’m selling my Honda Pilot Touring 2016 in mint condition! No issues at all , no warning lights, no accidents! It is top of the line , new brakes , fresh oil ! I’ll provide CarFax report ...
Automatic | 164,000 km",Used,2016.0,Honda,Pilot,Touring,Silver,"SUV, Crossover",4.0,7.0,All-wheel drive (AWD),Automatic,"164,000"
1014,27,Honda Pilot Touring 2016,"$28,500.00",Richmond Hill < 16 minutes ago,"Hi Everyone! I’m selling my Honda Pilot Touring 2016 in mint condition! No issues at all , no warning lights, no accidents! It is top of the line , new brakes , fresh oil ! I’ll provide CarFax report ...
Automatic | 164,000 km",Used,2016.0,Honda,Pilot,Touring,Silver,"SUV, Crossover",4.0,7.0,All-wheel drive (AWD),Automatic,"164,000"
1015,28,Honda Pilot Touring 2016,"$28,500.00",Richmond Hill < 17 minutes ago,"Hi Everyone! I’m selling my Honda Pilot Touring 2016 in mint condition! No issues at all , no warning lights, no accidents! It is top of the line , new brakes , fresh oil ! I’ll provide CarFax report ...
Automatic | 164,000 km",Used,2016.0,Honda,Pilot,Touring,Silver,"SUV, Crossover",4.0,7.0,All-wheel drive (AWD),Automatic,"164,000"
1016,29,Honda Pilot Touring 2016,"$28,500.00",Richmond Hill < 17 minutes ago,"Hi Everyone! I’m selling my Honda Pilot Touring 2016 in mint condition! No issues at all , no warning lights, no accidents! It is top of the line , new brakes , fresh oil ! I’ll provide CarFax report ...
Automatic | 164,000 km",Used,2016.0,Honda,Pilot,Touring,Silver,"SUV, Crossover",4.0,7.0,All-wheel drive (AWD),Automatic,"164,000"
1017,30,2022 Mercedes-Benz GLC43 AMG 4MATIC SUV,"$87,115.35",Markham / York Region Yesterday,"Green Levy Tax (Price TBD), Premium Package-94-2, AMG Driver's Package, AMG Night Package-94-2, Intelligent Drive Package, Heated Steering Wheel, Heated Rear Seats, 21inch AMG Twin 5-Spoke Wheels, ...
Automatic | 90 km",Used,2022.0,Mercedes-AMG,GLC,4MATIC SUV,Silver,"SUV, Crossover",4.0,5.0,Other,Automatic,90
1018,31,2019 Nissan Rogue SL,"$29,995.00",Provincial Top Ad:  Hamilton 10/11/2022,"Power Mirror(s),ABS,Variable Speed Intermittent Wipers,Power Steering,4-Wheel Disc Brakes,Power Liftgate,Rear Defrost,All Wheel Drive,Power Door Locks,Remote Trunk Release,Fog Lamps,Rear ...
Automatic | 45,477 km | CARFAX Canada Report",Used,2019.0,Nissan,Rogue,SL,Grey,"SUV, Crossover",4.0,5.0,All-wheel drive (AWD),Automatic,"45,477"
1019,32,2013 Mazda MX-5 GS-POWER CONVERTIBLE TOP-6 SPEED-ONLY 88KM,"$19,990.00",City of Toronto 10/11/2022,"{ CERTIFIED PRE-OWNED } **THIS VEHICLE COMES FULLY CERTIFIED WITH A SAFETY CERTIFICATE & SERVICED AT NO EXTRA COST** #BEST DEAL IN TOWN! WHY PAY MORE ANYWHERE ELSE? 2.0L 4 CYLINDER GAS SAVER!! **6 ...
Manual | 88,000 km",Used,2013.0,Mazda,MX-5 Miata,GS-POWER CONVERTIBLE TOP-6 SPEED-ONLY 88KM,White,Coupe (2 door),2.0,2.0,Rear-wheel drive (RWD),Manual,"88,000"
1020,33,2020 Chevrolet Silverado 3500HD LT,"$64,000.00",City of Toronto < 7 hours ago,"Many units to choose from, all low mileage! Great Condition and Ready to go. Call Today!Book your test drive today! Carfax available upon request. Want to trade-in your current vehicle? No problem, ...
At Somerville Auto in North York, Ontario, we're serious about providing quality used cars that are priced affordably in the Greater Toronto Area. We offer flexible leasing or financing options, contact us online or give us a call at (416) 252-6956!
Automatic | 15,000 km | CARFAX Canada Report",Used,2020.0,Chevrolet,Silverado 3500,LT,Black,Other,4.0,,4 x 4,Automatic,"15,000"
1021,34,2018 Volvo XC90 T6 AWD R-Design,"$53,989.00",Oakville / Halton Region Yesterday,"Onyx Black solid paint on Charcoal Leather R-Design Seats with Vision, Convenience and Climate Packages, Charcoal Headliner and much more - Excellent Condition. Financing available from 1.99%, ...
AN EXCEPTIONAL EXPERIENCE FOR VOLVO OWNERS! Offering you a top-of-the-line experience at every visit. Our Advisors and Technicians know Volvo vehicles by heart and have an unwavering commitment to customer service.
Automatic | 75,168 km",Used,2018.0,Volvo,XC90,T6 AWD R-Design,Black,"SUV, Crossover",4.0,7.0,All-wheel drive (AWD),Automatic,"75,168"
1022,35,Ford Fusion 2014,"$8,500.00",Toronto < 35 minutes ago,"For sale is a Ford Fusion AWD SE Ecoboost with Navigation. Spotless inside and out. Comes with original rims and after market wheels. It has 223xxx kms $8000 obo.
222,631 km",Used,2014.0,Ford,Fusion,,Silver,Sedan,4.0,,,,"222,631"
1023,36,"Urgent , used car for sale","$2,800.00",Toronto < 35 minutes ago,"Selling my car Urgently hence the low price. No engine light, drives great. No negotioans Hav emergency and need to go back home
Automatic | 255 km",Used,2007.0,Pontiac,Torrent,Sport,Black,"SUV, Crossover",,,Front-wheel drive (FWD),Automatic,255
1024,37,"Urgent , used car for sale","$2,800.00",Toronto < 35 minutes ago,"Selling my car Urgently hence the low price. No engine light, drives great. No negotioans Hav emergency and need to go back home
Automatic | 255 km",Used,2007.0,Pontiac,Torrent,Sport,Black,"SUV, Crossover",,,Front-wheel drive (FWD),Automatic,255
1025,38,2008 Nisan Rouge,"$1,500.00",Uxbridge < 36 minutes ago,"Have a 2008 Nissan Rouge AS IS! $1500 Willing to part out but rather sell whole
Automatic | 200,000 km",Used,2008.0,Nissan,Rogue,,Black,"SUV, Crossover",4.0,5.0,,Automatic,"200,000"
1026,39,"Urgent , used car for sale","$2,800.00",Toronto < 36 minutes ago,"Selling my car Urgently hence the low price. No engine light, drives great. No negotioans Hav emergency and need to go back home
Automatic | 255 km",Used,2007.0,Pontiac,Torrent,Sport,Black,"SUV, Crossover",,,Front-wheel drive (FWD),Automatic,255
1027,40,2008 Nisan Rouge,"$1,500.00",Uxbridge < 37 minutes ago,"Have a 2008 Nissan Rouge AS IS! $1500 Willing to part out but rather sell whole
Automatic | 200,000 km",Used,2008.0,Nissan,Rogue,,Black,"SUV, Crossover",4.0,5.0,,Automatic,"200,000"
1028,41,Ford Fusion 2014,"$8,500.00",Toronto < 38 minutes ago,"For sale is a Ford Fusion AWD SE Ecoboost with Navigation. Spotless inside and out. Comes with original rims and after market wheels. It has 223xxx kms. Oil change every 3000 kms by Ford $8000 obo.
222,631 km",Used,2014.0,Ford,Fusion,,Silver,Sedan,4.0,,,,"222,631"
1029,42,Ford Fusion 2014,"$8,500.00",Toronto < 39 minutes ago,"For sale is a Ford Fusion AWD SE Ecoboost with Navigation. Spotless inside and out. Comes with original rims and after market wheels. It has 223xxx kms. Oil change every 3000 kms by Ford $8000 obo.
222,631 km",Used,2014.0,Ford,Fusion,,Silver,Sedan,4.0,,,,"222,631"
1030,43,Ford Fusion 2014,"$8,500.00",Toronto < 40 minutes ago,"For sale is a Ford Fusion AWD SE Ecoboost with Navigation. Spotless inside and out. Comes with original rims and after market wheels. It has 223xxx kms. Oil change every 3000 kms by Ford $8000 obo.
222,631 km",Used,2014.0,Ford,Fusion,,Silver,Sedan,4.0,,,,"222,631"
1031,44,Ford Fusion 2014,"$8,500.00",Toronto < 40 minutes ago,"For sale is a Ford Fusion AWD SE Ecoboost with Navigation. Spotless inside and out. Comes with original rims and after market wheels. It has 223xxx kms. Oil change every 3000 kms by Ford $8000 obo.
222,631 km",Used,2014.0,Ford,Fusion,,Silver,Sedan,4.0,,,,"222,631"
1032,45,2022 Jeep Cherokee TRAILHAWK,"$51,820.00
MSRP: $51,820.00",NEW CAR City of Toronto < 41 minutes ago,"OPTIONS INCLUDE: 8.4 TOUCH SCREEN RADIO, PARKVIEW REAR CAMERA, 3.2L V6 ENGINE WITH 9 SPEED AUTOMATIC TRANSMISSION, APPLE CAR PLAY, GOOGLE ANDROID AUDIO, 17X7.5 BLACK PAINTED ALUMINUM WHEELS CLASS III ...
Automatic",New,2022.0,Jeep,Cherokee,TRAILHAWK,Black,"SUV, Crossover",4.0,5.0,Other,Automatic,
1033,46,2016 Toyota Corolla For Sale,"$20,500.00",Brampton < 42 minutes ago,"2016 Toyota Corolla with just 42181 kms for sale. One owner, no accidents, back up camera, blue tooth connectivity, AM/FM/AUX, FWD 4-Speed Automatic 1.8L 4-Cylinder DOHC 16V
Automatic | 42,181 km",Used,2016.0,Toyota,Corolla,,Burgundy,Sedan,4.0,5.0,Front-wheel drive (FWD),Automatic,"42,181"
1034,47,2022 Jeep Cherokee TRAILHAWK,"$51,820.00
MSRP: $51,820.00",NEW CAR City of Toronto < 42 minutes ago,"OPTIONS INCLUDE: 8.4 TOUCH SCREEN RADIO, PARKVIEW REAR CAMERA, 3.2L V6 ENGINE WITH 9 SPEED AUTOMATIC TRANSMISSION, APPLE CAR PLAY, GOOGLE ANDROID AUDIO, 17X7.5 BLACK PAINTED ALUMINUM WHEELS CLASS III ...
Automatic",New,2022.0,Jeep,Cherokee,TRAILHAWK,Black,"SUV, Crossover",4.0,5.0,Other,Automatic,
1035,48,2016 Toyota Corolla For Sale,"$20,500.00",Brampton < 43 minutes ago,"2016 Toyota Corolla with just 42181 kms for sale. One owner, no accidents, back up camera, blue tooth connectivity, AM/FM/AUX, FWD 4-Speed Automatic 1.8L 4-Cylinder DOHC 16V
Automatic | 42,181 km",Used,2016.0,Toyota,Corolla,,Burgundy,Sedan,4.0,5.0,Front-wheel drive (FWD),Automatic,"42,181"
1036,49,FORD F-150 PLOW TRUCK,"$7,500.00",Hampton < 45 minutes ago,"Runs, drives and stops. Comes with Myers plow. Plow works good also. $7500
Automatic | 240,000 km",Used,2004.0,Ford,F-150,,,Pickup Truck,,,4 x 4,Automatic,"240,000"
1037,50,FORD F-150 PLOW TRUCK,"$7,500.00",Toronto < 48 minutes ago,"Runs, drives and stops. Comes with Myers plow. Plow works good also. $7500
Automatic | 240,000 km",Used,2004.0,Ford,F-150,,,Pickup Truck,,,4 x 4,Automatic,"240,000"
1038,51,FORD F-150 PLOW TRUCK,"$7,500.00",Toronto < 48 minutes ago,"Runs, drives and stops. Comes with Myers plow. Plow works good also. $7500
Automatic | 240,000 km",Used,2004.0,Ford,F-150,,,Pickup Truck,,,4 x 4,Automatic,"240,000"
1039,52,FORD F-150 PLOW TRUCK,"$7,500.00",Hampton < 47 minutes ago,"Runs, drives and stops. Comes with Myers plow. Plow works good also. $7500
Automatic | 240,000 km",Used,2004.0,Ford,F-150,,,Pickup Truck,,,4 x 4,Automatic,"240,000"
1040,53,FORD F-150 PLOW TRUCK,"$7,500.00",Hampton < 48 minutes ago,"Runs, drives and stops. Comes with Myers plow. Plow works good also. $7500
Automatic | 240,000 km",Used,2004.0,Ford,F-150,,,Pickup Truck,,,4 x 4,Automatic,"240,000"
1041,54,"Urgent , used car for sale","$2,800.00",Toronto < 46 minutes ago,"Selling my car Urgently hence the low price. No engine light, drives great. No negotioans Hav emergency and need to go back home
Automatic | 255 km",Used,2007.0,Pontiac,Torrent,Sport,Black,"SUV, Crossover",,,Front-wheel drive (FWD),Automatic,255
1042,55,"2010 AWD SUBARU OUTBACK, NEW WINTER TIRES, HEATED SEATS - $6450","$6,450.00",Brampton < 46 minutes ago,"The Best AWD Winter SUV. Reliable 2.5L 4 cylinder. Excellent on gas. 90% Highway driven, Everything works as it should, No leaks anywhere. All maintenance up to date. Mechanically perfect. Heated ...
Automatic | 314,000 km",Used,2010.0,Subaru,Outback,2.5L AWD,White,"SUV, Crossover",5.0,5.0,All-wheel drive (AWD),Automatic,"314,000"
1043,56,2016 Nissan Rogue SV,"$16,900.00",City of Toronto < 43 minutes ago,"CERTIFIED. Engine: 4 Cylinder Engine 2.5L
112,000 km",Used,2016.0,Nissan,Rogue,SV,Blue,"SUV, Crossover",,,All-wheel drive (AWD),,"112,000"
1044,57,2016 Nissan Rogue SV,"$16,900.00",City of Toronto < 43 minutes ago,"CERTIFIED. Engine: 4 Cylinder Engine 2.5L
112,000 km",Used,2016.0,Nissan,Rogue,SV,Blue,"SUV, Crossover",,,All-wheel drive (AWD),,"112,000"
1045,58,2016 Nissan Rogue SV,"$16,900.00",City of Toronto < 44 minutes ago,"CERTIFIED. Engine: 4 Cylinder Engine 2.5L
112,000 km",Used,2016.0,Nissan,Rogue,SV,Blue,"SUV, Crossover",,,All-wheel drive (AWD),,"112,000"
1046,59,2016 Nissan Rogue SV,"$16,900.00",City of Toronto < 45 minutes ago,"CERTIFIED. Engine: 4 Cylinder Engine 2.5L
112,000 km",Used,2016.0,Nissan,Rogue,SV,Blue,"SUV, Crossover",,,All-wheel drive (AWD),,"112,000"
1047,60,2022 Volkswagen Tiguan Highline 2.0T 8sp at w/Tip 4M,"$49,443.00",Oakville / Halton Region < 9 hours ago,"Credit for cars built without Ventillation Engine: 4 Cylinder Engine 2.0L L/100Km City: 10.6 L/100Km Hwy: 8.0 Safety Equipment Cruise Control-Steering Assist Electronic Stability Control (ESC) ABS ...
Automatic | 5,000 km",Used,2022.0,Volkswagen,Tiguan,Highline 2.0T 8sp at w/Tip 4M,Black,"SUV, Crossover",4.0,5.0,Other,Automatic,"5,000"
